,index,col_program_id,name,org_id,description,community_name,min_age,max_age,capacity,program_price,program_has_scholarships,program_provides_free_food,program_pays_participants,program_provides_transportation,category_name,GEOG,2010_POP,TOT_POP,UND5,A5_19,POP_16OV,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,NOT_ENGLISH,LING_ISO,ENGLISH,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT
77,316,98757,Nahui Ollin-Aztec Dance at Ken-Well - Night Out in the Parks,14,"Night Out in the Parks in partnership with Son Monarcas presents the program  Nahui Ollin Aztec Dance!  FREE & All Ages Welcome! Come and experience ancient pre-Colombian traditions of Central Mexico with Nahui Ollin. Follow them as they showcase the living traditions of Mesoamerica through Aztec and Mayan music, dance, and storytelling. Lively and dynamic, the dancer's movements represent and honor elements found in nature, totem animals, deities, and sacred actions. Both ritualistic and spiritualistic, program highlights include authentic attire and indigenous music instrumentation, traditional songs, and stories. Nahui Ollin means Four Movements in Nahuatl, the original language of the Aztecs. It refers to the perpetual movement of the universe, integrating and reintroducing the wonderment of the four directions of the cosmos. This show also explores how we are all connected with this ancient culture through food, language, people, places, and words we all use.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",HERMOSA,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,HERMOSA,25010.0,23481.0,1555.0,4636.0,18636.0,1595.0,2185.0,1201.0,767.0,796.0,568.0,46915.0,6159.0,660.0,953.0,5732.0,5294.0,1380.0,17167.0,8213.0,4759.0,0.0,0.0,1.0,0.0,0.0,1.0
78,460,98758,Nahui Ollin-Aztec Dance at Strohacker - Night Out in the Parks,14,"Night Out in the Parks in partnership with Son Monarcas presents the program  Nahui Ollin Aztec Dance!  FREE & All Ages Welcome! Come and experience ancient pre-Colombian traditions of Central Mexico with Nahui Ollin. Follow them as they showcase the living traditions of Mesoamerica through Aztec and Mayan music, dance, and storytelling. Lively and dynamic, the dancer's movements represent and honor elements found in nature, totem animals, deities, and sacred actions. Both ritualistic and spiritualistic, program highlights include authentic attire and indigenous music instrumentation, traditional songs, and stories. Nahui Ollin means Four Movements in Nahuatl, the original language of the Aztecs. It refers to the perpetual movement of the universe, integrating and reintroducing the wonderment of the four directions of the cosmos. This show also explores how we are all connected with this ancient culture through food, language, people, places, and words we all use.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",WEST ELSDON,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,WEST ELSDON,18109.0,19151.02982,1337.0,4583.0,14518.0,820.0,1248.0,1191.0,648.0,924.0,350.0,60836.0,4452.0,252.0,730.0,4221.0,4067.0,961.0,14717.0,5767.0,3104.0,0.0,0.0,1.0,0.0,0.0,1.0
79,298,98759,Raqs Hafla : A MidEast Dance Party at Arcade - Night Out in the Parks,14,"Join Bellydance By Phaedra and friends for Raqs Hafla: A MidEast Dance Party! This hour-long, totally FREE dance show will feature many styles of Middle Eastern dance and fusion as well as live drumming, and concludes in a dance party for the whole family. www.BellydanceByPhaedra.com  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",PULLMAN,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,PULLMAN,7325.0,6840.000001,508.0,873.0,5674.0,933.0,921.0,456.0,446.0,289.0,102.0,43539.0,2776.0,283.0,371.0,2601.0,2394.0,546.0,508.0,271.0,5824.0,0.0,0.0,1.0,0.214552128,0.183618566,0.6018293060000001
80,165,98760,Raqs Hafla : A MidEast Dance Party at Kenwood - Night Out in the Parks,14,"Join Bellydance By Phaedra and friends for Raqs Hafla: A MidEast Dance Party! This hour-long, totally FREE dance show will feature many styles of Middle Eastern dance and fusion as well as live drumming, and concludes in a dance party for the whole family. www.BellydanceByPhaedra.com  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",KENWOOD,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,KENWOOD,17841.0,17954.0,1244.0,2380.0,14878.0,3195.0,1644.0,1221.0,965.0,1166.0,1380.0,49114.0,8621.0,699.0,950.0,8010.0,7490.0,1561.0,2203.0,391.0,14507.0,0.0,0.0,1.0,0.0,0.0,1.0
81,262,98761,Raqs Hafla : A MidEast Dance Party at Marquette - Night Out in the Parks,14,"Join Bellydance By Phaedra and friends for Raqs Hafla: A MidEast Dance Party! This hour-long, totally FREE dance show will feature many styles of Middle Eastern dance and fusion as well as live drumming, and concludes in a dance party for the whole family. www.BellydanceByPhaedra.com  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",CHICAGO LAWN,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,CHICAGO LAWN,55628.0,51352.00001,4343.0,11320.0,38842.0,6013.0,4945.0,2552.0,1117.0,1219.0,522.0,34273.0,13139.0,2008.0,3229.0,12490.0,11298.0,3878.0,22422.0,9122.0,24587.0,0.0,0.0,1.0,0.002002715,0.057174794,0.9408224909999999
82,395,98762,Street Dance through the Decade at Horner - Night Out in the Parks,14,"Movement Revolution Dance Crew celebrates 10 years of dance! Join us for a night of Hip Hop as we present our best of the best dances from the past decade. Performances by Movement Revolution Dance Crew, Movement Revolution Future Crew and Movement Revolution Youth Crew.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",IRVING PARK,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,IRVING PARK,53359.0,53530.00002,3466.0,8219.0,43868.0,2744.0,4513.0,4185.0,2531.0,3010.0,3578.0,66878.0,18890.0,1561.0,1671.0,17574.0,16820.0,2987.0,24849.0,10658.0,25215.0,0.0,0.0,1.0,0.0,0.0,1.0
83,396,98764,Street Dance through the Decade at Union - Night Out in the Parks,14,"Movement Revolution Dance Crew celebrates 10 years of dance! Join us for a night of Hip Hop as we present our best of the best dances from the past decade. Performances by Movement Revolution Dance Crew, Movement Revolution Future Crew and Movement Revolution Youth Crew.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",NEAR WEST SIDE,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,NEAR WEST SIDE,54881.0,63170.0,3685.0,8377.0,54610.0,6396.0,2897.0,3117.0,2941.0,4636.0,8627.0,91125.0,26473.0,1257.0,2141.0,25552.0,24139.0,3062.0,13541.0,3265.0,45944.0,0.0,0.0,1.0,0.0,0.071811263,0.928188737
84,401,98765,SummerDance in the Parks at Davis Square - Night Out in the Parks,14,"SummerDance in the Parks is part of Chicago's premier social dance series, bringing dancers of all abilities together in Chicago Park District locations for free dance instruction followed by live music and DJs. Presented in collaboration with DCASE. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",NEW CITY,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,NEW CITY,44377.0,39443.38246,3204.0,8741.0,29990.0,4603.0,3848.0,2005.0,1085.0,716.0,516.0,34916.0,9764.0,2086.0,3008.0,9612.0,9053.0,3160.0,20553.0,9846.0,15686.0,0.0,0.0,1.0,0.08528544199999999,0.066898794,0.847815764
85,342,98766,SummerDance in the Parks at Ogden - Night Out in the Parks,14,"SummerDance in the Parks is part of Chicago's premier social dance series, bringing dancers of all abilities together in Chicago Park District locations for free dance instruction followed by live music and DJs. Presented in collaboration with DCASE. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",WEST ENGLEWOOD,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,WEST ENGLEWOOD,35505.0,26345.99999,1753.0,5121.0,20962.0,4507.0,2534.0,1257.0,488.0,441.0,256.0,26821.0,6670.0,1453.0,2813.0,5871.0,5428.0,3612.0,2162.0,935.0,22431.0,0.0,0.0,1.0,0.0,0.060421237,0.939578763
86,543,98767,SummerDance in the Parks at Palmer - Night Out in the Parks,14,"SummerDance in the Parks is part of Chicago's premier social dance series, bringing dancers of all abilities together in Chicago Park District locations for free dance instruction followed by live music and DJs. Presented in collaboration with DCASE. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",ROSELAND,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,ROSELAND,44619.0,39162.00001,2365.0,7488.0,31690.0,4627.0,3528.0,2364.0,1442.0,1469.0,573.0,40786.0,11608.0,1910.0,2395.0,10355.0,9872.0,3648.0,1183.0,287.0,35614.0,0.0,0.0,1.0,0.0,0.076655897,0.9233441029999999
87,304,98768,SummerDance in the Parks at Portage - Night Out in the Parks,14,"SummerDance in the Parks is part of Chicago's premier social dance series, bringing dancers of all abilities together in Chicago Park District locations for free dance instruction followed by live music and DJs. Presented in collaboration with DCASE. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",PORTAGE PARK,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,PORTAGE PARK,64124.0,64598.55568,3619.0,11600.0,52511.0,3432.0,4460.0,4013.0,3197.0,3749.0,3626.0,70559.0,20385.0,1091.0,2093.0,19217.0,18566.0,3260.0,34458.0,13752.0,26523.0,0.0,0.0,1.0,0.0,0.0,1.0
88,295,98769,SummerDance in the Parks at Rainbow - Night Out in the Parks,14,"SummerDance in the Parks is part of Chicago's premier social dance series, bringing dancers of all abilities together in Chicago Park District locations for free dance instruction followed by live music and DJs. Presented in collaboration with DCASE. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",SOUTH SHORE,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,SOUTH SHORE,52010.0,52454.00001,3746.0,9466.0,41399.0,10262.0,5493.0,3176.0,1821.0,1988.0,924.0,32093.0,19082.0,3795.0,4582.0,17710.0,17072.0,5954.0,2942.0,1190.0,45771.0,0.0,0.0,1.0,0.000277579,0.0,0.999722421
89,446,98770,SummerDance in the Parks at White (Willye B.) - Night Out in the Parks,14,"SummerDance in the Parks is part of Chicago's premier social dance series, bringing dancers of all abilities together in Chicago Park District locations for free dance instruction followed by live music and DJs. Presented in collaboration with DCASE. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",ROGERS PARK,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,ROGERS PARK,54991.0,55475.00001,3168.0,9016.0,46124.0,7345.0,6537.0,4141.0,2517.0,2553.0,1739.0,43177.0,22555.0,1829.0,2277.0,20775.0,19672.0,4057.0,18426.0,7923.0,33881.0,0.0,0.0,1.0,0.0,0.0,1.0
90,575,98771,The Happiness Club Dance Party at Amundsen - Night Out in the Parks,14,"Have a blast at The Happiness Club Dance Party!  Watch Chicago's favorite hip hop kids perform their musical show and then learn a dance taught by Tanji Harper, one of Chicago's most popular choreographers. Great for all ages and family fun.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",AUSTIN,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,AUSTIN,98514.0,93727.00001,6537.0,18270.0,73231.0,12869.0,8222.0,4375.0,2503.0,3177.0,1514.0,33515.0,25463.0,4365.0,7197.0,22856.0,21083.0,9804.0,12671.0,4139.0,74519.0,0.0,0.0,1.0,0.0,0.013927028000000001,0.986072972
91,364,98772,The Happiness Club Dance Party at Carver - Night Out in the Parks,14,"Have a blast at The Happiness Club Dance Party!  Watch Chicago's favorite hip hop kids perform their musical show and then learn a dance taught by Tanji Harper, one of Chicago's most popular choreographers. Great for all ages and family fun.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",RIVERDALE,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,RIVERDALE,6482.0,7358.999999,960.0,2298.0,4580.0,1671.0,688.0,89.0,52.0,97.0,44.0,15396.0,2218.0,790.0,423.0,1997.0,1900.0,644.0,198.0,73.0,6201.0,0.0040777159999999995,0.978651955,0.017270328999999997,0.08677597699999999,0.9132240229999999,0.0
92,369,98773,The Happiness Club Dance Party at Seneca - Night Out in the Parks,14,"Have a blast at The Happiness Club Dance Party!  Watch Chicago's favorite hip hop kids perform their musical show and then learn a dance taught by Tanji Harper, one of Chicago's most popular choreographers. Great for all ages and family fun.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",NEAR NORTH SIDE,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,NEAR NORTH SIDE,80484.0,93317.99999,3578.0,4731.0,86959.0,7958.0,5192.0,7297.0,6867.0,9676.0,20179.0,106026.0,55178.0,1655.0,1991.0,54269.0,51127.0,2900.0,17056.0,3214.0,72684.0,0.0,0.0,1.0,0.0,0.0,1.0
93,488,98774,What the Moon Pulls at Gompers - Night Out in the Parks,14,"RE | dance group's What the Moon Pulls is an exploration of the ebb and flow of the moon?s cycles and it?s inherent hold on us as human beings. Individualized lunar chart solos by each of the dancers helps seamlessly connect the longer sections of this 60-minute dance work; allowing us to question the moon?s influence on each of our own personal beings. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",NORTH PARK,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,NORTH PARK,17931.0,18913.99999,1434.0,3310.0,15131.0,1571.0,1391.0,986.0,587.0,969.0,1055.0,56287.0,5825.0,410.0,734.0,5645.0,5291.0,914.0,9879.0,4158.0,7601.0,0.0,0.0,1.0,0.0006600569999999999,0.137924966,0.861414977
94,389,98775,What the Moon Pulls at Jackson Park - Night Out in the Parks,14,"RE | dance group's What the Moon Pulls is an exploration of the ebb and flow of the moon?s cycles and it?s inherent hold on us as human beings. Individualized lunar chart solos by each of the dancers helps seamlessly connect the longer sections of this 60-minute dance work; allowing us to question the moon?s influence on each of our own personal beings. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",WOODLAWN,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,WOODLAWN,23740.0,22655.0,1499.0,5137.0,18052.0,4596.0,1815.0,1102.0,744.0,635.0,402.0,25450.0,7575.0,1343.0,1719.0,7085.0,6826.0,2209.0,2201.0,692.0,18950.0,0.0,0.0,1.0,0.0,0.0029605309999999998,0.9970394690000001
95,594,98776,What the Moon Pulls at Palmisano - Night Out in the Parks,14,"RE | dance group's What the Moon Pulls is an exploration of the ebb and flow of the moon?s cycles and it?s inherent hold on us as human beings. Individualized lunar chart solos by each of the dancers helps seamlessly connect the longer sections of this 60-minute dance work; allowing us to question the moon?s influence on each of our own personal beings. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",NEW CITY,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,NEW CITY,44377.0,39443.38246,3204.0,8741.0,29990.0,4603.0,3848.0,2005.0,1085.0,716.0,516.0,34916.0,9764.0,2086.0,3008.0,9612.0,9053.0,3160.0,20553.0,9846.0,15686.0,0.0,0.0,1.0,0.08528544199999999,0.066898794,0.847815764
96,503,98776,What the Moon Pulls at Palmisano - Night Out in the Parks,14,"RE | dance group's What the Moon Pulls is an exploration of the ebb and flow of the moon?s cycles and it?s inherent hold on us as human beings. Individualized lunar chart solos by each of the dancers helps seamlessly connect the longer sections of this 60-minute dance work; allowing us to question the moon?s influence on each of our own personal beings. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",BRIDGEPORT,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,BRIDGEPORT,31977.0,34479.51944,1658.0,5323.0,28770.0,2989.0,2982.0,2258.0,1464.0,1731.0,1554.0,54915.0,11459.0,727.0,1518.0,11297.0,10860.0,1681.0,17531.0,9127.0,15298.0,0.0,0.0,1.0,0.0,0.0,1.0
97,390,98777,Xochitl-Quetzal Aztec Dance at Blackhawk - Night Out in the Parks,14,"Experience a journey into Mexico's ancient Aztec culture with music, song and dance with The Chicago Park District. Xochitl-Quetzal Aztec Dance invites you to a dynamic and vibrant performance honoring the heritage of the tradition of La Danza De Los Concheros.  Join us as we explore the Aztec world of ceremonial dances and culture. The Aztec Dance preserves and promotes the indigenous heritage of ancient Mexico. We engage all generations in traditional Aztec song and dance. Xochitl-Quetzal means ?precious flower? in the Nahuatl Aztec language.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",BELMONT CRAGIN,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,BELMONT CRAGIN,78743.0,78550.04844,5234.0,18046.0,60391.0,5051.0,5852.0,4092.0,3196.0,2789.0,1468.0,51689.0,19168.0,2421.0,3281.0,17505.0,16273.0,4944.0,60147.0,26267.0,13165.0,0.0,0.0,1.0,0.0,0.0,1.0
98,391,98778,Xochitl-Quetzal Aztec Dance at Pasteur - Night Out in the Parks,14,"Experience a journey into Mexico's ancient Aztec culture with music, song and dance with The Chicago Park District. Xochitl-Quetzal Aztec Dance invites you to a dynamic and vibrant performance honoring the heritage of the tradition of La Danza De Los Concheros.  Join us as we explore the Aztec world of ceremonial dances and culture. The Aztec Dance preserves and promotes the indigenous heritage of ancient Mexico. We engage all generations in traditional Aztec song and dance. Xochitl-Quetzal means ?precious flower? in the Nahuatl Aztec language.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",WEST ELSDON,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,WEST ELSDON,18109.0,19151.02982,1337.0,4583.0,14518.0,820.0,1248.0,1191.0,648.0,924.0,350.0,60836.0,4452.0,252.0,730.0,4221.0,4067.0,961.0,14717.0,5767.0,3104.0,0.0,0.0,1.0,0.0,0.0,1.0
99,368,98779,Xochitl-Quetzal Aztec Dance at Shedd - Night Out in the Parks,14,"Experience a journey into Mexico's ancient Aztec culture with music, song and dance with The Chicago Park District. Xochitl-Quetzal Aztec Dance invites you to a dynamic and vibrant performance honoring the heritage of the tradition of La Danza De Los Concheros.  Join us as we explore the Aztec world of ceremonial dances and culture. The Aztec Dance preserves and promotes the indigenous heritage of ancient Mexico. We engage all generations in traditional Aztec song and dance. Xochitl-Quetzal means ?precious flower? in the Nahuatl Aztec language.  In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",SOUTH LAWNDALE,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,SOUTH LAWNDALE,79288.0,72156.99999,5228.0,16243.0,55046.0,6210.0,5990.0,2960.0,1305.0,1071.0,542.0,34705.0,13495.0,2855.0,4583.0,12650.0,11622.0,5428.0,51089.0,24630.0,15840.0,0.0,0.0,1.0,0.002973245,0.080052615,0.91697414
100,172,98780,Movies in the Parks at Amundsen - Night Out in the Parks,14,"THE GREATEST SHOWMANComing from nothing, Phineas Taylor Barnum (Hugh Jackman) uses his creativity and imagination to create a spectacle that became a worldwide sensation.PG | 105 minutes | 2017*Closed CaptionedStart time is approximate, all movies begin at dusk.In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.                                        ",AUSTIN,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,AUSTIN,98514.0,93727.00001,6537.0,18270.0,73231.0,12869.0,8222.0,4375.0,2503.0,3177.0,1514.0,33515.0,25463.0,4365.0,7197.0,22856.0,21083.0,9804.0,12671.0,4139.0,74519.0,0.0,0.0,1.0,0.0,0.013927028000000001,0.986072972
101,173,98781,Movies in the Parks at Anderson - Night Out in the Parks,14,"X-MEN: DARK PHOENIXJean Grey (Sophie Turner) begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, making the X-Men decide if her life is worth more than all humanity. PG-13 | 113 minutes | 2019*Closed CaptionedStart time is approximate, all movies begin at dusk.In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.                            ",DOUGLAS,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,DOUGLAS,18238.0,21325.0,1107.0,3668.0,18049.0,4299.0,1864.0,1389.0,901.0,700.0,586.0,31856.0,8462.0,982.0,1277.0,7963.0,7695.0,1776.0,4806.0,2085.0,15440.0,0.0,0.0,1.0,0.0,0.0,1.0
102,196,98782,Movies in the Parks at Armour Square - Night Out in the Parks,14,"THE CROODS: A NEW AGEThe Croods, a prehistoric family, are challenged by a rival family, the Bettermans, who claimed to be better and more evolved. PG | 95 minutes | 2020*Closed CaptionedStart time is approximate, all movies begin at dusk. In accordance withBe Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.                    ",ARMOUR SQUARE,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,ARMOUR SQUARE,13391.0,13598.48056,645.0,1876.0,11664.0,2434.0,1046.0,630.0,496.0,385.0,421.0,31663.0,4080.0,508.0,1333.0,3923.0,3689.0,1489.0,8994.0,6546.0,3952.0,0.0,0.0,1.0,0.0,0.0,1.0
103,148,98783,Movies in the Parks at Augusta - Night Out in the Parks,14,"DOLITTLEA physician who can talk to animals (Robert Downey Jr.) embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets. PG | 101 minutes | 2020*Closed CaptionedStart time is approximate, all movies begin at dusk. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.    ",HUMBOLDT PARK,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,HUMBOLDT PARK,56323.0,55363.99999,4045.0,12362.0,41924.0,5583.0,5009.0,2670.0,1815.0,1687.0,754.0,39492.0,14650.0,2054.0,2868.0,13240.0,11955.0,4278.0,26807.0,11147.0,24512.0,0.0,0.0,1.0,0.0,0.009169412,0.990830588
104,197,98784,Movies in the Parks at Austin Town Hall - Night Out in the Parks,14,"JUMANJI: THE NEXT LEVELAs they return to rescue one of their own, the original players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game. PG-13 | 123 minutes | 2019*Closed CaptionedStart time is approximate, all movies begin at dusk. In accordance withBe Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.                            ",AUSTIN,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,AUSTIN,98514.0,93727.00001,6537.0,18270.0,73231.0,12869.0,8222.0,4375.0,2503.0,3177.0,1514.0,33515.0,25463.0,4365.0,7197.0,22856.0,21083.0,9804.0,12671.0,4139.0,74519.0,0.0,0.0,1.0,0.0,0.013927028000000001,0.986072972
105,310,98785,Movies in the Parks at Bartelme - Night Out in the Parks,14,"CLUELESSShallow, rich and socially successful Cher (Alicia Silverstone) uses her position at the top of her Beverly Hills high school to play matchmaker to her fellow students and teachers. PG-13 | 97 minutes | 1995*Closed CaptionedStart time is approximate, all movies begin at dusk. In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.",NEAR WEST SIDE,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,NEAR WEST SIDE,54881.0,63170.0,3685.0,8377.0,54610.0,6396.0,2897.0,3117.0,2941.0,4636.0,8627.0,91125.0,26473.0,1257.0,2141.0,25552.0,24139.0,3062.0,13541.0,3265.0,45944.0,0.0,0.0,1.0,0.0,0.071811263,0.928188737
106,203,98786,Movies in the Parks at Beverly - Night Out in the Parks,14,"THE WIZARD OF OZA young Kansas girl (Judy Garland) and her dog are whisked away by a tornado into the magical land of Oz where she joins a scarecrow, a tin man and a cowardly lion to battle the Wicked Witch and find her way home.G | 101 minutes | 1939*Closed CaptionedStart time is approximate, all movies begin at dusk.In accordance with Be Safe Chicago Guidelines for Parks and Recreation Activities, participants in this activity will be required to wear a mask and practice social distancing at all times while participating. Patrons who are exhibiting any symptoms of COVID-19 are asked to stay home and join us for an event when symptoms subside.                                                ",BEVERLY,0,99,100.0,Free,0,f,Not Paid,0,Music & Art.,BEVERLY,20034.0,19791.00001,1296.0,3524.0,15806.0,663.0,1031.0,1033.0,1072.0,1358.0,2324.0,98636.0,7185.0,185.0,296.0,6898.0,6660.0,583.0,1190.0,209.0,17305.0,0.0,0.0,1.0,0.0,0.035938259,0.964061741
